Record_ID,Crop_Year,Season,State,Area,Production,Yield,Production_per_Area,Yield_Category,Crop
1,1997,Whole Year ,Assam,73814,56708.0,0.796086957,0.7682553445145908,Low,Arecanut
2,1997,Kharif     ,Assam,6637,4685.0,0.710434783,0.7058912159108031,Low,Arhar/Tur
3,1997,Kharif     ,Assam,9378,22.0,0.238333333,0.0276381909547738,Low,Castor seed
4,1997,Whole Year ,Assam,19656,126905000.0,0.982466216,6456.298331298332,Very High,Coconut 
5,1997,Kharif     ,Assam,1739,794.0,0.420909091,0.4565842438182864,Low,Cotton(lint)
6,1997,Whole Year ,Assam,13587,9073.0,0.643636364,0.667770663133878,Low,Dry chillies
7,1997,Rabi       ,Assam,2979,1507.0,0.465454545,0.5058744545149378,Low,Gram
8,1997,Kharif     ,Assam,94520,904095.0,9.919565217,9.565118493440542,Very High,Jute
9,1997,Rabi       ,Assam,10098,5158.0,0.461363636,0.5107942166765697,Low,Linseed
10,1997,Kharif     ,Assam,19216,14721.0,0.615652174,0.7660803497085762,Low,Maize
11,1997,Kharif     ,Assam,5915,29003.0,4.568947368,4.903296703296704,High,Mesta
12,1997,Whole Year ,Assam,9914,5076.0,0.482352941,0.5120032277587251,Low,Niger seed
13,1997,Whole Year ,Assam,9378,17943.0,2.342608696,2.290985699693565,Medium,Onion
14,1997,Rabi       ,Assam,108297,58272.0,0.520869565,0.5380758469763706,Low,Other  Rabi pulses
15,1997,Whole Year ,Assam,75259,671871.0,7.561304348,8.927450537477245,Very High,Potato
16,1997,Rabi       ,Assam,279292,154772.0,0.554782609,0.5541583718831904,Low,Rapeseed &Mustard
17,1997,Autumn     ,Assam,607358,398311.0,0.780869565,0.5541583718831904,Low,Rice
18,1997,Summer     ,Assam,174974,209623.0,1.060434783,1.1980237063792334,Medium,Rice
19,1997,Winter     ,Assam,1743321,13684.0,0.941304348,0.9449183483707246,Low,Rice
20,1997,Whole Year ,Assam,15765,8257.0,0.487391304,0.5237551538217571,Low,Sesamum
21,1997,Kharif     ,Assam,10490,5391.0,0.473,0.5139180171591993,Low,Small millets
22,1997,Kharif     ,Assam,31318,1287451.0,41.89695652,41.1089788619963,Very High,Sugarcane
23,1997,Whole Year ,Assam,9380,32618.0,3.440434783,3.4773987206823027,High,Sweet potato
24,1997,Whole Year ,Assam,2465,11728.0,0.982466216,4.757809330628803,High,Tapioca
25,1997,Whole Year ,Assam,433,26.0,0.38,0.0600461893764434,Low,Tobacco
26,1997,Whole Year ,Assam,10071,6974.0,0.67,0.0600461893764434,Low,Turmeric
27,1997,Rabi       ,Assam,84698,110054.0,1.25952381,1.2993695246641006,Medium,Wheat
28,1997,Whole Year ,Karnataka,93100,133342.0,1.293571429,1.4322448979591835,Medium,Arecanut
29,1997,Kharif     ,Karnataka,421810,13684.0,0.268235294,0.2334534506057229,Low,Arhar/Tur
30,1997,Kharif     ,Karnataka,301149,132056.0,0.404545455,0.4385071841513669,Low,Bajra
31,1997,Summer     ,Karnataka,820,662.0,0.81,0.8073170731707318,Low,Bajra
32,1997,Kharif     ,Karnataka,3825,924.0,0.4375,0.2415686274509804,Low,Black pepper
33,1997,Whole Year ,Karnataka,21230,1214.0,0.058571429,0.0571832312764955,Low,Cardamom
34,1997,Whole Year ,Karnataka,17317,2853.0,0.121333333,0.1647514003580296,Low,Coriander
35,1997,Kharif     ,Karnataka,186579,139206.0,0.982466216,0.7460968276172559,Medium,Dry chillies
36,1997,Rabi       ,Karnataka,4565,7895.0,1.869444444,1.7294633077765609,Medium,Dry chillies
37,1997,Whole Year ,Karnataka,5061,3799.0,1.585,0.7506421655799249,Medium,Garlic
38,1997,Kharif     ,Karnataka,3619,4745.0,1.262307692,1.3111356728378003,Medium,Ginger
39,1997,Kharif     ,Karnataka,847666,525562.0,0.709411765,0.6200107117661909,Low,Groundnut
40,1997,Rabi       ,Karnataka,192416,181071.0,0.982466216,0.941039206718776,Medium,Groundnut
41,1997,Kharif     ,Karnataka,178872,80124.0,0.45,0.941039206718776,Low,Horse-gram
42,1997,Rabi       ,Karnataka,163173,13684.0,0.514705882,0.5060396021400599,Low,Horse-gram
43,1997,Kharif     ,Karnataka,389690,516093.0,1.228,1.32436808745413,Medium,Jowar
44,1997,Rabi       ,Karnataka,1501172,722773.0,0.510714286,0.481472476171951,Low,Jowar
45,1997,Summer     ,Karnataka,6137,15135.0,2.470909091,2.466188691543099,Medium,Jowar
46,1997,Kharif     ,Karnataka,502797,1391132.0,2.687777778,2.7667865957831888,Medium,Maize
47,1997,Rabi       ,Karnataka,48844,98932.0,1.98,2.025468839570878,Medium,Maize
48,1997,Summer     ,Karnataka,9730,20893.0,2.165714286,2.147276464542652,Medium,Maize
49,1997,Kharif     ,Karnataka,897921,1214282.0,1.191333333,1.3523260955028338,Medium,Ragi
50,1997,Rabi       ,Karnataka,27104,33696.0,1.312222222,1.243211334120425,Medium,Ragi
51,1997,Summer     ,Karnataka,13521,25035.0,1.847777778,1.851564233414688,Medium,Ragi
52,1997,Kharif     ,Karnataka,1031530,2340493.0,2.2335,2.2689529146025804,Medium,Rice
53,1997,Rabi       ,Karnataka,53889,109350.0,2.073846154,2.0291710738740747,Medium,Rice
54,1997,Summer     ,Karnataka,268044,762759.0,2.829444444,2.8456484756234053,Medium,Rice
55,1997,Whole Year ,Karnataka,308857,28999269.0,91.74736842,93.89221872905584,Very High,Sugarcane
56,1997,Whole Year ,Karnataka,4342,24108.0,4.452941176,5.552280055274068,High,Turmeric
57,1997,Rabi       ,Karnataka,250698,118512.0,0.548333333,0.4727281430246751,Low,Wheat
58,1997,Whole Year ,Kerala,76145,93995.0,1.147857143,0.4727281430246751,Medium,Arecanut
59,1997,Whole Year ,Kerala,173855,55520.0,0.240714286,0.3193465819217164,Low,Black pepper
60,1997,Whole Year ,Kerala,96073,74142.0,0.589285714,0.7717256669407638,Low,Cashewnut
61,1997,Whole Year ,Kerala,884344,5210000000.0,5376.054286,5891.372588042662,Very High,Coconut 
62,1997,Whole Year ,Kerala,132875,2841819.0,22.80357143,21.38716086547507,Very High,Tapioca
63,1997,Whole Year ,Meghalaya,9569,12116.0,1.245714286,1.266172013794545,Medium,Arecanut
64,1997,Kharif     ,Meghalaya,865,683.0,0.806666667,0.7895953757225433,Low,Arhar/Tur
65,1997,Whole Year ,Meghalaya,5239,63011.0,11.20714286,12.027295285359802,Very High,Banana
66,1997,Rabi       ,Meghalaya,30,15.0,0.49,0.5,Low,Castor seed
67,1997,Kharif     ,Meghalaya,7544,5590.0,0.796666667,0.7409862142099682,Low,Cotton(lint)
68,1997,Whole Year ,Meghalaya,1766,1106.0,0.64,0.6262740656851642,Low,Dry chillies
69,1997,Kharif     ,Meghalaya,7357,45260.0,6.054285714,6.151964115808074,Very High,Ginger
70,1997,Rabi       ,Meghalaya,443,270.0,0.613333333,6.151964115808074,Low,Gram
71,1997,Kharif     ,Meghalaya,4243,34683.0,8.436666667,8.174169219891587,Very High,Jute
72,1997,Kharif     ,Meghalaya,50,22.0,0.44,0.44,Low,Linseed
73,1997,Kharif     ,Meghalaya,17175,24878.0,0.982466216,1.448500727802038,Medium,Maize
74,1997,Kharif     ,Meghalaya,4688,21558.0,4.68,4.598549488054608,High,Mesta
75,1997,Whole Year ,Meghalaya,861,713.0,0.7525,4.598549488054608,Low,Mesta
76,1997,Rabi       ,Meghalaya,1909,1511.0,0.777142857,4.598549488054608,Low,Other  Rabi pulses
77,1997,Whole Year ,Meghalaya,20764,200509.0,8.641428571,4.598549488054608,Very High,Potato
78,1997,Rabi       ,Meghalaya,6914,4467.0,0.608571429,0.6460804165461382,Low,Rapeseed &Mustard
79,1997,Kharif     ,Meghalaya,105170,13684.0,1.378571429,1.4272225919939143,Medium,Rice
80,1997,Kharif     ,Meghalaya,1326,688.0,0.575714286,0.5188536953242836,Low,Sesamum
81,1997,Kharif     ,Meghalaya,2804,2237.0,0.861428571,0.7977888730385164,Low,Small millets
82,1997,Kharif     ,Meghalaya,898,814.0,0.921428571,0.9064587973273942,Low,Soyabean
83,1997,Whole Year ,Meghalaya,82,225.0,2.352,2.7439024390243905,Medium,Sugarcane
84,1997,Whole Year ,Meghalaya,5212,16978.0,3.221428571,3.2574827321565616,High,Sweet potato
85,1997,Whole Year ,Meghalaya,3959,21087.0,6.537142857,5.32634503662541,Very High,Tapioca
86,1997,Rabi       ,Meghalaya,9378,13684.0,0.618,0.6805929919137467,Low,Tobacco
87,1997,Whole Year ,Meghalaya,1401,7126.0,5.425714286,5.086366880799429,High,Turmeric
88,1997,Rabi       ,Meghalaya,4287,6894.0,1.385,1.6081175647305808,Medium,Wheat
89,1997,Whole Year ,West Bengal,8058,12423.0,1.691764706,1.541697691734922,Medium,Arecanut
90,1997,Whole Year ,West Bengal,3630,2181.0,0.777692308,0.6008264462809917,Low,Arhar/Tur
91,1997,Kharif     ,West Bengal,207,13684.0,0.426666667,0.4589371980676328,Low,Bajra
92,1997,Whole Year ,West Bengal,6116,13684.0,0.982466216,0.8230869849574886,Medium,Barley
93,1997,Whole Year ,West Bengal,2674,7.0,0.0,0.0026178010471204,Low,Cardamom
94,1997,Whole Year ,West Bengal,660,46.0,0.07,0.0026178010471204,Low,Castor seed
95,1997,Whole Year ,West Bengal,24273,306202300.0,13003.78778,12614.934289127836,Very High,Coconut 
96,1997,Kharif     ,West Bengal,26000,52000.0,2.0,2.0,Medium,Cotton(lint)
97,1997,Whole Year ,West Bengal,64034,55569.0,0.942777778,0.867804603804229,Low,Dry chillies
98,1997,Rabi       ,West Bengal,25485,16994.0,0.5975,0.867804603804229,Low,Gram
99,1997,Whole Year ,West Bengal,29615,38672.0,1.13,1.305824750970792,Medium,Groundnut
100,1997,Kharif     ,West Bengal,5645,2556.0,0.438888889,0.4527900797165633,Low,Horse-gram
101,1997,Whole Year ,West Bengal,948,450.0,0.482,0.4746835443037974,Low,Jowar
102,1997,Kharif     ,West Bengal,641574,7549700.0,13.44588235,11.767465639193608,Very High,Jute
103,1997,Rabi       ,West Bengal,25261,28460.0,1.095882353,1.1266379003206524,Medium,Khesari
104,1997,Whole Year ,West Bengal,16486,4210.0,0.251538462,0.255368191192527,Low,Linseed
105,1997,Whole Year ,West Bengal,35469,130390.0,0.982466216,3.676167921283374,Medium,Maize
106,1997,Rabi       ,West Bengal,51202,35040.0,0.662352941,0.684348267645795,Low,Masoor
107,1997,Kharif     ,West Bengal,9689,89000.0,9.154166667,9.185674476210137,Very High,Mesta
108,1997,Kharif     ,West Bengal,1490,711.0,0.548888889,9.185674476210137,Low,Moong(Green Gram)
109,1997,Rabi       ,West Bengal,3269,1710.0,0.542857143,0.5230957479351483,Low,Moong(Green Gram)
110,1997,Summer     ,West Bengal,9959,303.0,0.046,0.0304247414399036,Low,Moong(Green Gram)
111,1997,Rabi       ,West Bengal,50808100,38657300.0,0.698888889,0.7608491559416707,Low,Niger seed
112,1997,Whole Year ,West Bengal,6512,3522.0,0.40375,0.5408476658476659,Low,Niger seed
113,1997,Kharif     ,West Bengal,1279,725.0,0.585,0.5668491008600469,Low,Other Kharif pulses
114,1997,Whole Year ,West Bengal,284015,5581553.0,0.982466216,19.65231765927856,Very High,Potato
115,1997,Autumn     ,West Bengal,12607,15330.0,0.986,1.2159911160466408,Low,Ragi
116,1997,Whole Year ,West Bengal,327123,250950.0,0.718333333,0.7671426344219147,Low,Rapeseed &Mustard
117,1997,Autumn     ,West Bengal,423121,751970.0,1.837222222,1.7771984845942417,Medium,Rice
118,1997,Summer     ,West Bengal,1206829,3569520.0,0.982466216,2.957767836205461,Medium,Rice
119,1997,Winter     ,West Bengal,4270328,13684.0,1.985555556,2.087685067751236,Medium,Rice
120,1997,Whole Year ,West Bengal,10800,3000.0,0.2975,0.2777777777777778,Low,Safflower
121,1997,Whole Year ,West Bengal,2015,9073.0,4.598571429,4.50272952853598,High,Sannhamp
122,1997,Whole Year ,West Bengal,127913,13684.0,0.649444444,0.6953398012711764,Low,Sesamum
123,1997,Whole Year ,West Bengal,5046,3222.0,0.626666667,0.638525564803805,Low,Small millets
124,1997,Kharif     ,West Bengal,1555,1172.0,1.196666667,0.7536977491961415,Medium,Soyabean
125,1997,Whole Year ,West Bengal,25797,1818700.0,67.83625,70.50044578826996,Very High,Sugarcane
126,1997,Whole Year ,West Bengal,278,1.0,0.0,0.0035971223021582,Low,Sunflower
127,1997,Whole Year ,West Bengal,12481,23556.0,1.661111111,1.8873487701305984,Medium,Turmeric
128,1997,Kharif     ,West Bengal,69271,44480.0,1.825,0.6421157482929364,Medium,Urad
129,1997,Rabi       ,West Bengal,16694,10553.0,0.628333333,0.6321432850125793,Low,Urad
130,1997,Rabi       ,West Bengal,367374,810480.0,0.982466216,2.206144147381143,Medium,Wheat
131,1998,Kharif     ,Puducherry,66,23.0,0.35,0.3484848484848485,Low,Arecanut
132,1998,Kharif     ,Puducherry,149,324.0,2.17,2.174496644295302,Medium,Bajra
133,1998,Kharif     ,Puducherry,12,7.0,0.58,0.5833333333333334,Low,Black pepper
134,1998,Kharif     ,Puducherry,2,1.0,0.5,0.5,Low,Coriander
135,1998,Summer     ,Puducherry,453,372.0,0.84,0.8211920529801324,Low,Cotton(lint)
136,1998,Kharif     ,Puducherry,8,23.0,2.75,2.875,Medium,Dry chillies
137,1998,Rabi       ,Puducherry,1046,2062.0,1.54,1.97131931166348,Medium,Groundnut
138,1998,Kharif     ,Puducherry,26,429.0,0.982466216,16.5,Very High,Onion
139,1998,Kharif     ,Puducherry,112,366.0,3.27,3.267857142857143,High,Ragi
140,1998,Kharif     ,Puducherry,4945,11518.0,2.46,3.267857142857143,Medium,Rice
141,1998,Rabi       ,Puducherry,13961,30220.0,2.555,2.164601389585273,Medium,Rice
142,1998,Summer     ,Puducherry,5716,14863.0,2.55,2.6002449265220435,Medium,Rice
143,1998,Kharif     ,Puducherry,147,120.0,0.806666667,0.8163265306122449,Low,Sesamum
144,1998,Kharif     ,Puducherry,4,3.0,0.75,0.75,Low,Small millets
145,1998,Kharif     ,Puducherry,2710,13684.0,82.595,85.7450184501845,Very High,Sugarcane
146,1998,Kharif     ,Puducherry,649,19110.0,20.0,29.445300462249616,Very High,Tapioca
147,1998,Whole Year ,Assam,74457,55355.0,0.784347826,0.7434492391581718,Low,Arecanut
148,1998,Kharif     ,Assam,7657,5389.0,0.709130435,0.7434492391581718,Low,Arhar/Tur
149,1998,Whole Year ,Assam,41885,581884.0,13.78826087,0.7434492391581718,Very High,Banana
150,1998,Kharif     ,Assam,9378,708.0,0.411428571,0.4097222222222222,Low,Castor seed
